index,residence space,building space,exchange rate,unit price of residence space,unit price of building space,total_cost
2159,2210,6300,7.788067401,45.05211058,0.480584393,798999.9999577848
2160,2690,4000,6.519267671,44.93664586,0.458398079,799999.9998968497
2161,3280,6181,6.229629135,38.4967797,0.606103858,809949.9999102954
2162,3370,6675,6.951191209,33.75367499,0.480672093,812999.9998767568
2163,2070,13241,7.631553493,51.79739522,0.322319517,850830.0000452874
2164,3320,11901,6.453429704,37.89237997,0.530467538,852600.0001452633
2165,3470,32109,6.775910642,37.19114518,0.002512086,874999.9999646627
2166,2510,4125,7.732054327,44.19491548,0.730186795,880999.9999131854
2167,3760,29224,7.242786074,36.93197294,0.02001375,1010000.0001231246
2168,4210,17258,7.914256042,38.78509494,0.532409383,1365000.0000204218
2169,8670,64033,7.995721201,37.27697113,0.59347281,2888000.000083536
2170,820,10450,7.227870416,26.01157949,0.249342806,172999.99999296345
2171,1200,7680,6.426773221,23.3924442,0.599592935,209999.99999341567
2172,1130,7840,6.954120837,25.60373545,0.161441472,209999.99999803165
2173,910,9869,6.007521695,33.99191206,0.626962439,223000.0000239541
2174,1100,8281,6.171519586,29.0905089,0.628954869,229629.49997857248
2175,1840,9697,6.520407035,16.22544749,0.637915998,235000.0000128368
2176,1770,5855,7.40739645,17.29576922,0.489588044,247999.9999381982
2177,1490,7560,7.475206064,23.10954966,0.028392235,258999.9999973177
2178,2210,8465,6.148987671,18.21112833,0.89381627,294000.0000276185
2179,1970,7500,6.538270983,22.66435268,0.16455342,299994.99995150656
2180,1470,1235,6.274430119,32.22982278,0.352443513,300000.000056489
2181,2490,8124,7.508729645,16.26007157,0.03261789,306000.0000410122
2182,1880,5000,6.060259949,27.14566193,0.023815366,309999.9999766322
2183,1070,1200,6.397180471,44.9529341,0.625005245,312500.0000054808
2184,1880,7000,6.715117443,21.66005818,0.884024771,314999.99998021935
2185,970,5665,6.332963188,46.61925878,0.797717225,315000.0000067492
2186,1910,9244,6.25604501,24.30981788,0.735262348,333000.0000175378
2187,1170,1011,6.29957812,45.34432247,0.398717448,336749.99996724585
2188,2080,11375,6.485232548,23.25937705,0.389695692,342499.99994489935
2189,1060,9525,7.416908458,38.97869361,0.615781232,349950.0000476004
2190,2300,4600,7.674314892,18.45749774,0.685746115,349999.99994620617
2191,1651,1779,6.895365159,30.91168293,0.904367062,363000.0000568198
2192,1220,17172,7.840015843,31.41974612,0.516054736,370000.0000841486
2193,1800,6000,7.40129157,26.59961358,0.599699557,381000.0000133817
2194,1590,8219,6.033717178,39.76309661,0.129316731,387884.61543249764
2195,1180,11862,6.628347093,47.98120699,0.288804812,397990.0000023398
2196,1330,15678,6.103892531,49.07084986,0.069324681,404999.9999653579
2197,1890,6000,7.837627543,28.60945092,0.131946459,429999.99999167887
2198,1240,1666,7.069095054,48.71362021,0.721067884,435499.9999833218
2199,3690,11928,6.994264769,13.76239135,0.986588307,437499.999987082
2200,1710,6556,7.376317027,31.40282749,0.9077989,440000.0000384457
2201,1560,7392,6.50792518,40.50394014,0.59844794,440000.00006029
2202,2460,6846,6.56462114,25.60124614,0.702387949,444999.99997714855
2203,1630,3780,7.810831268,34.41919301,0.331472634,447999.9999978158
2204,1940,7642,6.119703337,38.12916701,0.268822701,465249.9999493626
2205,1250,1103,7.226526825,52.65834572,0.543080129,480000.0000638681
2206,2470,35073,6.627905978,25.32626807,0.302784692,485000.0000814117
2207,2640,31941,6.961067842,24.60966975,0.169524687,489949.99985451525
2208,2140,7245,7.539110865,28.7665392,0.565523256,494999.9999990501
2209,1769,9300,7.157687122,34.64607256,0.845969385,494999.99993932596
2210,2990,7420,6.289949894,24.18969928,0.933451845,498500.0000768203
2211,1970,7972,7.175145146,34.74599066,0.172449806,500999.9999080285
2212,1600,19200,7.107547546,42.73019061,0.176375166,509999.9999192984
2213,2120,9736,6.640976291,37.16058084,0.120962587,530999.9999647911
2214,1510,5000,7.60077994,45.91337767,0.474793518,544999.9999936699
2215,1880,3880,6.232614902,46.22710943,0.758495424,560000.0000313874
2216,1710,4140,6.444287004,48.80588693,0.868546923,561000.0000772619
2217,1510,4032,7.700018518,49.24466559,0.078298621,574999.999956281
2218,3140,9225,6.592339389,26.65355544,0.432017418,578000.0000228406
2219,2060,6000,7.334285845,37.94503012,0.152312569,579999.9999452558
2220,1910,1501,6.999720467,43.2300366,0.669817507,584999.9999829892
2221,1870,5200,7.814324454,39.90504407,0.267656917,593999.9999627939
2222,2820,4608,7.615625116,27.11843142,0.473113079,598999.9998604885
2223,2180,7297,7.959105364,31.85374799,0.999704095,610749.999941049
2224,1430,3000,7.860571659,53.11808277,0.971937402,620000.0000727078
2225,2480,5137,7.05108932,36.18779075,0.243729585,641633.3332437781
2226,2710,4750,7.093282323,33.66050656,0.280502004,656499.9999639529
2227,2340,2970,7.985237101,35.25198018,0.054845196,659999.9999648182
2228,2050,6420,6.721661039,46.21668729,0.768463213,670000.0000457474
2229,2460,6600,6.807610925,39.72578097,0.29430863,678499.9999738062
2230,2570,3600,6.729713391,37.95324213,0.973497157,680000.0000837328
2231,2683,40386,7.139303311,21.89519052,0.910660606,681965.7811104001
2232,3280,27441,6.591459912,32.07647682,0.030445897,699000.0000545519
2233,1900,6400,7.086835666,50.09636092,0.693475785,706000.0000093929
2234,2110,11250,7.559475202,41.72032502,0.911765365,742999.9999320777
2235,3950,111078,7.373817803,15.01971031,0.423074527,784000.0005544231
2236,3010,6100,7.075479732,36.76935611,0.148652146,789500.0000855979
2237,2420,4000,6.274157942,51.81202682,0.132051513,789999.9999406127
2238,2420,17859,6.309126694,51.85378659,0.029215929,795000.0000162113
2239,2790,12523,7.940920043,37.34418639,0.076759848,835000.0001621884
2240,3960,7012,7.812161021,26.94640515,0.481604696,860000.0001534142
2241,2460,44431,7.714732732,35.94103614,0.635703849,900000.0001081238
2242,2370,10858,7.735602783,55.03820339,0.30316487,1034499.9999617224
2243,3270,35445,6.939606642,38.14942381,0.830548675,1069999.9998372244
2244,3064,4764,6.339779087,56.22140966,0.09583393,1095000.0000765661
2245,3200,7500,6.545239289,55.91589217,0.261864388,1183999.9998992851
2246,5730,44947,6.478565083,32.76640436,0.039972612,1228000.0000569017
2247,4410,14380,6.461017285,41.50885359,0.616564502,1240000.000067715
2248,4030,10800,7.74395201,46.7853224,0.297935436,1484999.9998544457
2249,1270,6405,7.630618042,14.73179609,0.20943317,152999.99996141982
2250,1290,6566,7.736457736,19.60845441,0.183217922,204999.99999057155
2251,1340,11070,6.072642942,21.78464248,0.429398075,206135.00000351208
2252,1440,5680,6.775455344,20.42915706,0.277507164,209999.99999764242
2253,710,7200,7.826933508,29.12183391,0.943437331,214999.99999031294
2254,930,7550,7.499570462,28.86742385,0.506187937,230000.00003325142
2255,1900,8540,7.972109093,13.72297929,0.398607678,235000.00002115537
2256,1400,3814,7.933122275,21.96153734,0.201177543,249999.99999683566
2257,1930,8660,6.83927637,18.70672385,0.062046917,250600.00004263484
2258,1900,10588,6.049578785,18.4685514,0.823050152,264999.9999518899
2259,1840,8601,6.197309862,23.65733417,0.285804071,285000.00001461885
2260,1180,13927,6.836917644,27.62127024,0.799889365,299000.0000335816
2261,2700,10814,7.358479573,14.46391934,0.158748794,300000.0000058502
2262,2020,8555,6.020183407,20.50378752,0.983602343,299999.99999055616
2263,1280,8184,6.8415941,32.58934867,0.332321913,304000.0000027789
2264,1210,5240,6.10197021,37.67791063,0.838470248,305000.0000599565
2265,1880,7965,7.583687382,22.48846961,0.070763714,324899.9999908215
2266,2070,8337,7.078692985,20.03248506,0.533187773,324999.9999715238
2267,1070,1155,7.879567752,38.74334375,0.368045091,330000.0000043773
2268,1800,26615,6.97969297,17.70000296,0.660120346,344999.99997166154
2269,1820,9545,6.595214542,24.81804614,0.827651922,349999.99993859825
2270,1650,9957,6.988117538,27.41452623,0.767450219,369500.0000062658
2271,2220,5338,7.616932366,21.10768638,0.321641485,370000.0000539692
2272,1410,1287,7.703643408,34.53061645,0.446181513,379500.0000130825
2273,2540,6365,7.636766097,17.1989607,0.954268988,379999.9999775122
2274,1920,4833,6.739705932,27.50602531,0.892320602,385000.0000101113
2275,2050,5276,6.331442053,27.74202717,0.746110036,384999.99996110663
2276,1750,4779,6.91382023,32.55467446,0.65418304,415499.9999200735
2277,2690,7947,6.293896117,23.30212529,0.489457597,418999.99992304447
2278,1910,5040,6.87698825,31.74920296,0.374284518,429999.9999638321
2279,1500,8173,7.863757686,34.91872475,0.359596047,434999.99991368025
2280,2010,7575,6.830809562,31.66898749,0.100246764,440000.00000399374
2281,2630,39000,6.415767957,12.38550964,0.979211985,454000.00014535314
2282,1850,6869,7.454060744,33.05557387,0.080333419,459949.999937064
2283,1580,12177,6.573023421,43.18323904,0.331407791,474999.9999584154
2284,1580,6065,7.34214772,40.99651821,0.211453736,484999.9999622292
2285,1760,12874,6.40007866,44.14733445,0.000626816,497333.33333395165
2286,1830,3000,7.47377731,35.52057112,0.630413289,499950.0000148141
2287,2020,7070,6.617355921,35.35660345,0.863235022,512999.99998154625
2288,1540,3399,7.144742885,46.92027132,0.569930728,530099.9999392701
2289,3610,9775,7.46237975,17.38307093,0.983129314,540000.0000483071
2290,1640,7437,6.054676821,51.96308306,0.888850769,556000.0000153646
2291,1384,1287,7.974620121,52.0592322,0.041779868,575000.0000382477
2292,2040,4627,6.482409428,42.11498854,0.769035644,579999.9999820497
2293,1870,2807,6.670844272,45.56185626,0.888626821,584999.9999130839
2294,2440,9600,6.878232589,34.57741879,0.131620987,588999.9999032301
2295,2250,8800,6.36097247,40.43770266,0.183076547,588999.999986441
2296,2010,7972,6.032555952,46.62863348,0.511678827,590000.0000254915
2297,2350,20820,7.308365976,29.69584407,0.689956949,614999.9999001329
2298,3320,23760,6.697977664,25.70286029,0.320075937,622499.9999784667
2299,2790,43091,6.581146498,26.32375464,0.640573393,665000.0000769056
2300,3650,48351,6.628300107,25.78696802,0.228180038,696999.9999738502
2301,2910,6600,7.635898019,30.54431265,0.789556551,718500.0000907461
2302,3210,12000,7.978469799,27.49804661,0.216735445,724999.9998817715
2303,2300,3060,7.680283496,41.33566368,0.340858426,738190.8571743964
2304,2420,10285,6.12460304,50.27431298,0.235861689,760000.000020819
2305,3140,10875,7.42362062,32.13742285,0.320458934,775000.0000803398
2306,3200,3250,6.014951772,40.97612374,0.322166103,795000.0000281178
2307,2860,4442,7.46295736,36.45122799,0.632958814,798999.999886504
2308,1980,13503,6.887860016,55.379005,0.588593561,810000.0000311583
2309,2320,4960,6.98716112,49.54982258,0.556515601,822499.9999776918
2310,4120,22370,6.220723164,31.22702014,0.450358891,862999.9999461184
2311,3670,54450,6.950395165,31.09272228,0.237517824,883000.0001775299
2312,2770,13500,7.888114562,37.32833742,0.698406023,890000.0002018254
2313,2350,4000,7.773003266,49.051009,0.450498814,909999.9999305537
2314,3770,35081,7.088412539,33.78942402,0.189145589,949999.9998126541
2315,3100,10014,6.456441106,45.9191659,0.8650462,974999.9999574906
2316,2750,4800,6.439747541,58.03854757,0.07044843,1029999.9999906045
2317,2540,6660,7.627736837,56.31956086,0.567696515,1119999.9999665483
2318,4200,5800,6.267110918,49.87021098,0.614125478,1335000.0000375658
2319,4310,32093,7.069434637,50.44292552,0.872892167,1734999.9998235563
2320,1430,8865,7.306803419,29.57393292,0.324045598,330000.0000577283
2321,1510,6710,7.059430945,35.67143086,0.364201802,397499.9999591016
2322,1980,5000,7.828622683,30.55109181,0.59242908,496751.9999304635
2323,2360,4924,7.275460868,28.69731674,0.900631523,524999.9999978034
2324,1930,7214,7.004938141,38.83822191,0.097469162,529999.9999925984
2325,2450,4187,6.161414774,47.48684559,0.704087049,734999.999985007
2326,2920,11880,7.315379466,37.16900224,0.644787526,850000.0000942398
2327,2960,41656,7.954411703,36.5505696,0.067646793,883000.0000377529
2328,1890,4838,6.083097397,23.39802105,0.031997478,269949.9999686401
2329,1110,12150,7.214278759,50.56979747,0.126003847,416000.000020693
2330,2430,8000,6.134451349,33.44877436,0.150555314,505999.9999506209
2331,1900,8100,6.585705645,39.18499139,0.565842866,520500.00000323215
2332,2140,9484,6.7451929,44.86042445,0.038339889,650000.0000290184
2333,2700,9122,7.7570617,31.1529649,0.000427201,652500.0000487613
2334,1230,8056,6.98998842,17.02136271,0.064918928,149999.99999243757
2335,760,5500,7.279993347,25.54399427,0.560840472,163785.7143163545
2336,1220,7300,6.437910835,21.95582476,0.054332197,175000.0000090099
2337,1070,8100,6.296693923,22.07287943,0.67220858,182999.99998735532
2338,2240,9826,6.677857597,12.27460295,0.554608907,220000.0000050088
2339,1410,7998,7.556240766,17.61759624,0.534408093,219999.99997135837
2340,1400,6956,6.050910803,24.50843541,0.531770698,229999.99997982988
2341,880,1805,7.613620187,33.79393407,0.624418418,235000.0000311962
2342,1200,4880,7.686296998,26.36936092,0.047474107,245000.00003453955
2343,1000,9150,7.090050174,31.97280585,0.590548239,264999.9999788584
2344,1100,8536,7.030544288,33.01513939,0.361159404,276999.99999135407
2345,1880,6008,7.374081964,18.05452477,0.760779316,284000.00008155144
2346,1960,7950,6.806325696,19.04958117,0.579760317,285499.99994599086
2347,1770,8235,6.789614862,22.74229066,0.387960471,295000.0000004828
2348,1940,6355,7.45183717,19.07527428,0.511801183,299999.9999887062
2349,1810,8750,6.056849744,25.05603568,0.553106684,304000.0000394171
2350,1150,9600,6.977035061,31.11550403,0.889136386,309212.0000373715
2351,1200,1400,7.018356836,37.44007428,0.476163394,319999.9999719289
2352,960,2640,7.215774334,45.79523088,0.775335763,331999.99999243143
2353,2040,6000,7.636678111,18.94550056,0.86973666,334999.9999166576
2354,1212,1174,6.917332609,40.16771639,0.399166828,339999.9999955932
2355,1580,5340,7.255512159,28.43333899,0.652957513,351249.9999592731
2356,1760,9602,6.221202149,29.15178375,0.574325765,353500.0000487525
2357,1210,1040,7.355802624,39.84258215,0.335456496,357185.99993880093
2358,1530,8925,7.287801131,32.3782585,0.153689885,371024.9999023558
2359,1770,5720,6.77625208,29.03556115,0.638502532,373000.0000092263
2360,2400,6000,6.381329558,22.43781854,0.81906977,374999.9999994133
2361,1240,3000,6.922813082,43.2548064,0.177590375,375000.00002443057
2362,2760,8015,7.988340661,16.43941239,0.242817876,377999.99994406506
2363,2960,5054,6.83108953,17.73046752,0.767270675,384999.9999578909
2364,1590,9912,7.656457866,31.20650181,0.067192413,385000.00001623057
2365,1690,4080,7.048086152,31.40207067,0.381190809,384999.9999440704
2366,830,26329,7.743295712,47.20572289,0.400306923,384999.9999626079
2367,1580,9581,6.010159946,41.98572275,0.196260985,410000.0000053214
2368,1800,2970,7.180566226,31.56628463,0.328475676,414999.9999251555
2369,2360,6250,6.394309908,26.9814575,0.271100769,418000.0000009125
2370,1220,10580,7.413506005,42.22910971,0.459741489,418000.0000158563
2371,2340,4500,6.980194704,25.81369435,0.234568643,429000.00006472337
2372,1980,2674,7.792806766,27.15683614,0.76670666,435000.0000720347
2373,2300,9521,6.221966081,28.79458996,0.387147927,435000.00002191874
2374,1890,32340,7.64053309,14.46545818,0.955544014,444999.99984219106
2375,3550,11780,6.976496814,16.87228795,0.390973243,449999.9999259051
2376,1310,12196,6.899414355,41.72009331,0.926066262,455000.00003777485
2377,1550,4708,6.874312445,41.87797183,0.425855285,459999.99996948184
2378,2670,7500,7.889416205,19.80179276,0.809191415,465000.00008744356
2379,1350,1186,7.648138648,45.17689661,0.22590579,468500.0000362364
2380,1760,6723,7.146703871,37.07869613,0.075275596,470000.0000487947
2381,1510,8000,7.803466119,39.03527843,0.160796917,470000.0000888904
2382,2570,9962,6.943672766,25.11681777,0.64019875,492499.99992986873
2383,1750,12325,7.741403605,36.62471367,0.029642686,498999.99991873646
2384,2280,15347,7.641761546,23.31004287,0.800354618,499999.99995379493
2385,1540,10800,6.081001518,50.1002296,0.469346706,500000.0000064791
2386,1740,7500,6.166375159,45.70063883,0.597981259,518000.0000730712
2387,1420,1282,6.902622651,52.87385749,0.643567517,523949.99999524676
2388,2050,6360,7.83690175,30.00425361,0.962271507,529999.999984175
2389,1700,3150,7.727258621,40.40224469,0.154570964,534500.0000150364
2390,2650,5600,7.282279003,26.0698794,0.966814719,542525.0000748142
2391,1940,9775,7.302689548,35.08432242,0.671759869,545000.0000342267
2392,2170,7737,6.921010872,36.27218417,0.396706925,566000.00007603
2393,2120,9603,6.747577187,39.52261841,0.1486849,574999.9999558183
2394,2440,28405,6.36050998,30.29597264,0.585692765,575999.9999965655
2395,2640,7096,7.154012586,32.61940857,0.323658821,632500.0000120243
2396,2110,3600,7.512566665,39.48454643,0.447771726,637999.999979716
2397,2610,4160,6.343566369,38.67346384,0.367374912,650000.0000632643
2398,1840,2774,6.975433331,51.29798994,0.08272393,660000.0000743706
2399,1720,8100,6.450811428,57.05075844,0.650684006,666999.9999333747
2400,2500,4950,6.947727026,38.82831738,0.162210596,680000.000049406
2401,2840,4637,6.051139726,39.57557366,0.174075014,685000.0000094657
2402,1600,4000,7.587800662,56.1527018,0.272779546,689999.9999046813
2403,2690,6164,7.034386588,34.80890335,0.949690225,699850.0000662674
2404,3430,9870,7.117975562,28.88979422,0.635698194,749995.0000743836
2405,3100,23790,6.632259374,36.8426083,0.015628097,759950.0000202155
2406,1990,5560,7.572158272,48.56589736,0.742999339,763101.0000143383
2407,2670,3738,6.542465474,45.30223867,0.304352016,798800.0000269859
2408,2810,9800,7.496549325,38.74829294,0.119176535,825000.0000642674
2409,1890,6938,7.345900083,56.6465026,0.756075889,824999.9999636881
2410,4140,7089,6.389491376,31.6325465,0.292310708,849999.9999051598
2411,3450,6184,7.08914755,33.9502527,0.514143607,852879.9999793814
2412,3190,14565,7.096968779,33.92101479,0.909870846,861999.9999394675
2413,3290,5414,7.272743809,36.34659485,0.768848647,899949.999928014
2414,3030,8507,6.099300744,48.63496024,0.061346584,901999.9999590536
2415,2220,9496,7.543934521,53.49242274,0.350848393,920999.9999097607
2416,3280,6603,6.188194327,46.43388463,0.50215953,963000.0001131495
2417,2800,19168,6.798164734,48.22225302,0.622345433,998999.9999117916
2418,3530,8400,7.391950941,41.09690401,0.364527243,1094999.9998633163
2419,1920,13787,6.272888999,11.09030336,0.421220577,169999.99996652224
2420,1140,8366,7.752364807,17.38217853,0.271467796,171224.80004719945
2421,1180,7000,6.744702103,22.81186844,0.125941741,187499.99998558752
2422,1430,7347,7.340576374,17.70946576,0.224421221,197999.9999492293
2423,1740,9344,6.746838933,13.18901776,0.79498051,204949.99998889
2424,1320,7000,6.970649672,21.08999161,0.244813318,206000.00001404813
2425,930,7129,6.74400386,27.7580519,0.746778503,210000.00001285868
2426,2110,7665,6.557086511,13.83008568,0.675166904,225279.42860352516
2427,1410,7466,6.809160114,19.57049007,0.827256069,229950.00002972354
2428,1570,7000,7.574063298,17.80870577,0.403602403,233166.66670200572
2429,1190,7280,6.19249721,29.437542,0.400889303,234999.99995978823
2430,1280,7524,6.51523328,23.41629109,0.95306583,242000.0000362601
2431,1370,8719,7.034972709,19.78526803,0.921311143,247199.9999443564
2432,1800,8100,6.59254194,19.32498525,0.387242743,249999.99994683548
2433,1160,6134,7.671841989,25.91374571,0.411925863,250000.00004950073
2434,1088,1360,6.508326034,34.52511343,0.624273236,249999.999990536
2435,880,6600,7.387975447,38.46719022,0.059652664,252999.9999892548
2436,1700,7532,7.85466142,14.86243942,0.95574236,255000.0000466138
2437,1870,5909,7.445187252,16.39171843,0.699790184,258999.99995153866
2438,1440,12888,7.7127395,17.11719626,0.703111255,260000.00002121078
2439,1270,20700,7.081783262,18.45356872,0.641443687,260000.00002705955
2440,1480,7276,6.953315749,24.00498643,0.444077427,269499.99997842585
2441,1380,7476,6.761304642,27.16635747,0.366419091,271999.9999883329
2442,1930,7207,6.176848425,20.94980271,0.679539486,280000.0000298783
2443,1413,3600,6.919613888,27.28377141,0.804286201,286799.99999718706
2444,1660,9760,7.570510868,18.57696288,0.832899253,294998.99995123176
2445,1870,6000,7.370700816,21.58615286,0.282051666,309999.9999825123
2446,860,5060,6.56269623,56.32840879,0.062848849,319999.9999631317
2447,2610,7091,6.674668592,17.14391887,0.556469865,324999.9999520833
2448,1160,22470,7.098415033,35.98550487,0.207038181,329333.3333188446
2449,3040,7232,6.607725813,15.64759034,0.328106322,330000.00005393504
2450,1270,2509,7.969748493,31.97750628,0.385263146,331366.6667523586
2451,1530,9406,6.219424459,32.86787112,0.328864806,331999.99997468246
2452,740,6180,7.870544345,55.90784047,0.336788862,342000.0000035449
2453,2250,7412,6.335691452,23.92664766,0.083439298,344999.9999088764
2454,1680,2229,7.910151079,24.74469183,0.916895939,344999.9999673436
2455,1380,3600,6.533695832,36.64148243,0.834225165,349999.99996368133
2456,1260,1347,6.451720487,42.58632145,0.438255636,349999.99999140704
2457,2800,7350,6.098562522,20.09737277,0.819146168,379900.00000770355
2458,2150,37647,6.097189782,18.2580116,0.612773104,379999.99986866827
2459,2210,7079,7.46421787,22.07744433,0.346564902,382500.0000083323
2460,1620,3196,6.04563711,38.26893095,0.579483045,386000.00002827414
2461,2140,11266,7.209436385,21.85687935,0.773044331,399999.99997471226
2462,1450,7375,7.724555993,32.91535305,0.585025656,401999.99996164057
2463,1880,7400,7.236984843,29.69709434,0.017837191,405000.00000379997
2464,1610,9600,7.920353551,30.57640979,0.330065744,415000.0000503799
2465,2890,21780,6.857409825,20.63532672,0.080686358,420999.999891078
2466,1730,9000,7.408252738,28.56682554,0.958085325,429999.9999837447
2467,1230,1238,7.88915593,44.52522646,0.301252064,435000.0000044747
2468,1230,3800,6.951523425,48.64585823,0.721527858,434999.99997391406
2469,1450,8400,6.07705058,45.96896041,0.684351377,440000.00003948377
2470,2470,3811,7.808304581,23.12316629,0.133908272,449949.99995783437
2471,1670,3315,6.217702707,42.2708581,0.585971507,450999.9999682888
2472,1550,3000,7.231316838,40.20438639,0.339610013,458000.00002445176
2473,3250,4500,6.428764563,21.21037372,0.612811764,460886.9230370153
2474,1494,19271,7.453524668,39.34796484,0.18684719,464999.99996068893
2475,1430,1425,6.167911533,51.93070132,0.792479639,465000.0000061255
2476,2340,6896,6.288907123,29.53541534,0.721853639,465950.000068544
2477,1180,1262,7.646264064,51.9657263,0.324829982,471999.99997213745
2478,2280,5750,6.372054348,32.11055062,0.23168568,475000.0000557735
2479,2300,4637,7.208962976,28.83017204,0.044215123,479499.9999259522
2480,2030,18295,6.158395274,36.96090693,0.274538451,493000.000051055
2481,2970,21907,6.3727853,19.66904292,0.911266412,499500.0000313532
2482,2180,7700,7.184736706,31.56227777,0.210559836,506000.000015002
2483,3070,7201,6.939752649,24.96189356,0.063751091,534999.9999540314
2484,1990,5948,7.972737597,32.96956176,0.272305895,536000.0000175913
2485,2750,18029,7.952281179,23.81740979,0.133516372,540000.0001260787
2486,2030,11585,6.307034219,37.58591157,0.872857484,545000.0000618462
2487,1720,2800,7.772812853,39.52810357,0.851841439,546999.9999919875
2488,1380,953,7.594078966,52.12230506,0.382354169,548999.9999595064
2489,2240,78225,7.467918043,11.67363033,0.607215586,549999.9997788907
2490,2340,3477,6.521129782,35.65519942,0.702192576,559999.9999759559
2491,1710,9100,7.276266429,44.84182011,0.03110275,560000.0000322603
2492,2700,10875,7.752216705,24.4803413,0.801874799,580000.0000107696
2493,2010,10760,6.874921137,42.99123857,0.147641257,604999.9999521542
2494,2830,6536,6.0907132,34.76393292,0.15785111,605499.9999746575
2495,2490,12929,6.832893547,33.67012071,0.488324154,615999.9999449449
2496,2670,10481,6.073860974,37.90806249,0.480081209,645325.0000986967
2497,1880,3800,6.239232602,56.87591223,0.015156796,667499.9999531755
2498,2700,35362,7.819743212,22.1923538,0.724883382,668999.9997577459
2499,2740,6360,7.100848999,32.49237643,0.948104436,675000.0000244079
2500,2650,11520,7.790395911,34.03983781,0.192354173,719999.9998837275
2501,2630,7505,7.896564355,32.30399409,0.913068057,725000.0000590688
2502,2300,6009,7.821467656,39.17125445,0.719875896,738499.9999646486
2503,2940,10382,7.044172498,34.80872564,0.425472594,752000.0000095061
2504,2590,7720,6.734176767,43.98391927,0.805066806,809000.0000645088
2505,3670,4000,7.156306667,30.2987611,0.986684946,823999.9998758502
2506,3010,12611,7.112845847,38.23717243,0.212429079,837699.999902233
2507,3860,18334,6.476660727,33.45030636,0.031541521,839999.9999724912
2508,3150,38865,7.351423765,32.82361879,0.328665229,853999.9997493746
2509,3130,4797,6.378379573,42.27533392,0.720995588,866058.9999693418
2510,3010,4887,7.973984209,35.3532132,0.550774349,869999.9999751482
2511,2960,12420,7.806434981,38.83548472,0.398393489,936000.0000396593
2512,2650,3060,7.946620831,46.82183823,0.904737877,1007999.9999256964
2513,4170,9748,6.974682084,39.18534064,0.887154521,1200000.0001391687
2514,4420,16526,6.234883982,45.7688969,0.618144386,1325000.0000084112
2515,4360,6240,7.198303826,48.29411426,0.87512415,1554999.9998736717
2516,1370,5080,6.133118714,18.35814549,0.665934611,174999.99996002758
2517,660,5000,6.288105609,35.32623549,0.903001192,174999.99999123017
2518,720,4800,6.062204832,37.78047176,0.862456765,190000.00001750793
2519,1080,8580,7.860849543,17.10318317,0.701283159,192499.99998567344
2520,1820,8867,7.677891491,13.40835554,0.273720053,205999.99995558662
2521,1080,9435,6.406129064,26.29627251,0.795245626,229999.9999701223
2522,1670,6900,6.080201752,21.54785971,0.504235547,239949.99999059053
2523,670,10920,6.794525874,51.89931182,0.050367586,240000.00001239937
2524,1260,8092,6.582979824,25.3381999,0.597545205,241999.99999106562
2525,1130,12519,7.685996733,25.43214481,0.230579299,243069.23071099276
2526,790,11234,7.726122994,36.90304392,0.288405242,250274.99999420645
2527,2030,9600,6.904960306,15.33131336,0.586518522,253778.99997116477
2528,1820,8118,7.273534589,16.18932042,0.841513644,263999.99997445056
2529,1770,9011,7.274147961,18.62099757,0.384457237,264949.99999154446
2530,2050,7100,6.758135177,17.35141997,0.51289994,265000.0000240682
2531,1584,2800,7.647831597,20.58223297,0.824856992,267000.00003132044
2532,1720,9000,7.794139329,15.83109231,0.88769902,274500.0000112396
2533,2150,7171,6.35976256,19.52697486,0.283913406,279950.00007771706
2534,990,10723,7.560698301,34.66065083,0.31467625,284949.9999833755
2535,2570,9000,7.292374001,11.85879787,0.994181831,287500.00005453534
2536,1380,8682,7.753423863,22.34758216,0.830228484,294999.9999978843
2537,2220,9360,7.67084696,16.48323531,0.254910709,299000.00004869583
2538,1700,3575,7.704923083,21.5823035,0.628315733,300000.0000271933
2539,910,7700,7.928868675,36.59799957,0.588602561,299999.9999871153
2540,1490,1294,7.668503212,26.70188512,0.393266174,309000.0000121968
2541,2660,12672,7.716292959,11.74843398,0.704221701,309999.9999781724
2542,1730,6368,7.463078101,21.1024293,0.895192031,314999.9999732495
2543,1820,6753,7.013489743,25.03404813,0.062320038,322500.0000467448
2544,2200,7000,6.565019346,21.7400826,0.239517557,325000.00004368514
2545,1600,26977,7.815767526,16.83801373,0.566464722,329999.9998883985
2546,940,9839,7.605347891,45.11378541,0.206151032,337945.7500231303
2547,1100,4200,7.291072581,41.89480257,0.246947435,343565.9999585514
2548,2640,6715,7.988030707,16.4658642,0.331121843,365000.0000401438
2549,1950,6871,6.449022878,28.46261346,0.385132823,374999.9999601602
2550,1689,1388,7.015733279,32.29990384,0.170460336,384399.99996268307
2551,1050,6150,7.515712588,45.1321404,0.948469195,400000.00000342564
2552,3600,17300,6.567458291,12.92230849,0.862368978,403500.00000772096
2553,1970,10500,7.483502912,26.93462962,0.16437684,409999.9999024318
2554,2020,5501,6.890418099,28.64377833,0.430491471,414999.99992419017
2555,1270,4800,7.57509153,42.29746991,0.222297873,415000.0000182187
2556,1670,7700,6.227281921,40.76561649,0.001157295,423999.999943393
2557,2410,4780,7.394579165,22.80244582,0.951705797,439999.9999994224
