number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,city,zip code,exchange rate,total cost
4,1,1150,8184,1.5,0,0,3,1150,0,1947,2012,Shoreline,WA 98155,7.030154536,307000
3,2.5,1780,6771,1,0,0,3,1230,550,1990,2009,Seattle,WA 98106,6.362729981,310000
4,1,1740,11075,1.5,0,0,3,1740,0,1965,1993,Shoreline,WA 98133,6.095560118,310000.0001
3,1.75,1420,7650,1,0,0,4,1100,320,1984,0,Renton,WA 98056,6.1075936,310000
4,2.5,1930,9643,2,0,0,4,1930,0,1992,0,Kent,WA 98031,6.158849951,315000
2,1,1740,3622,1,0,0,4,950,790,1924,0,Seattle,WA 98118,7.20354361,315000
3,1.75,2430,9133,1,0,0,4,1410,1020,1978,2000,Renton,WA 98059,6.624009919,335000
3,1.75,1540,6909,1,0,0,4,920,620,1955,2009,Shoreline,WA 98155,6.275671574,345000
2,0.75,1392,43710,1.5,0,0,4,1392,0,1978,2000,Vashon,WA 98070,6.214157584,350000.0001
3,1.75,1890,9100,2,0,0,4,1890,0,1952,0,Shoreline,WA 98133,7.431491711,359950
4,2,1630,10375,1,0,0,5,1630,0,1968,0,Woodinville,WA 98077,6.379425063,360000
3,1.75,1520,8625,1,0,0,3,1520,0,1976,0,Bothell,WA 98011,6.432196726,366000
4,2.5,1960,7133,2,0,0,3,1960,0,2002,0,Renton,WA 98056,7.017508403,369990
4,2.5,2210,9427,2,0,0,3,2210,0,1999,0,Burien,WA 98148,7.120883584,374999.9999
3,1.5,1530,7200,1,0,0,3,1530,0,1975,0,Lake Forest Park,WA 98155,7.284753835,375500
4,1.5,1680,11123,1,0,0,3,1130,550,1959,1989,Shoreline,WA 98177,6.564929222,380000
4,1.75,1720,8750,1,0,0,3,860,860,1971,0,Kirkland,WA 98034,7.706123031,385000
4,2.75,1940,6555,2,0,0,3,1940,0,1990,2009,Maple Valley,WA 98038,6.177446262,392000
4,2.5,2530,7563,1,0,0,3,1440,1090,1978,0,Bothell,WA 98011,6.286468994,400000
2,1,1100,3598,1,0,0,4,1100,0,1926,1993,Seattle,WA 98144,6.511611636,403000
3,2.5,2090,6045,2,0,0,3,2090,0,2000,0,Renton,WA 98056,6.359212892,415000
4,1,1390,10800,1.5,0,0,4,1390,0,1941,1998,Seattle,WA 98177,7.574029604,417500
3,2.5,2340,5957,2,0,0,3,2340,0,1995,0,Kenmore,WA 98028,6.40969312,426089.9999
3,3.25,1410,1246,3,0,0,3,1410,0,2005,0,Seattle,WA 98103,7.51028696,429000
3,1.5,2010,9480,1,0,0,3,1570,440,1951,1994,Seattle,WA 98125,7.35335292,429950
3,1.75,1870,7189,1,0,0,3,1270,600,1959,1989,Seattle,WA 98118,6.153996849,433000
5,2.25,1970,15247,1,0,0,3,1450,520,1986,0,Fall City,WA 98024,6.650980396,435000
3,1.5,1290,1286,3,0,0,3,1290,0,2000,0,Seattle,WA 98103,6.979175889,440000
2,1,1470,7137,1,0,0,3,1020,450,1941,1994,Seattle,WA 98103,6.566630493,458663.8888
3,1.75,2290,14800,1,0,0,3,1620,670,1965,1993,Lake Forest Park,WA 98155,6.245420632,469999.9999
5,2.5,2732,9500,1,0,2,4,1870,862,1975,0,Federal Way,WA 98003,7.819927155,479999.9999
4,1.75,2320,4322,1,0,0,3,1140,1180,1910,2006,Seattle,WA 98144,7.089301182,480000
4,2,1210,11100,1,0,0,4,1210,0,1955,2009,Bellevue,WA 98006,6.576527488,483300
4,2.5,3020,8302,2,0,0,4,3020,0,1994,0,Covington,WA 98042,7.979820899,489999.9999
3,2,2220,10275,2,0,0,3,1640,580,1980,0,Issaquah,WA 98027,6.095210755,490000.0001
3,2.5,1800,5001,2,0,0,3,1800,0,1996,0,Kirkland,WA 98034,7.900675789,515000
3,2,2110,5150,1,0,0,5,1080,1030,1919,1934,Seattle,WA 98118,6.957725865,516200.0001
5,2.75,2880,8364,2,0,0,3,2880,0,2006,0,Renton,WA 98059,7.81008236,525000
4,2.75,2790,8853,2,0,0,3,2790,0,2013,1923,North Bend,WA 98045,7.041153083,533112.0001
3,2,2180,4976,1.5,0,2,4,1680,500,1930,0,Seattle,WA 98126,6.84148918,555000
4,2,2180,3870,1,0,0,3,1020,1160,1900,2005,Seattle,WA 98122,6.374427654,558000
4,1.75,2440,5000,1,0,0,3,1340,1100,1954,2005,Seattle,WA 98117,7.280021001,566000
5,3,3670,10583,1,0,0,5,2060,1610,1952,1998,Lake Forest Park,WA 98155,7.410142821,569000
4,2,2750,7807,1.5,0,0,5,2250,500,1916,0,Seattle,WA 98125,6.019639952,571000
4,4.5,3870,35889,2,0,0,3,2530,1340,2001,0,Issaquah,WA 98027,6.048649,589900.0001
4,2.75,2490,9714,1,0,0,4,1400,1090,1983,0,Bothell,WA 98011,6.11614805,608000.0001
4,2.25,2560,9731,2,0,0,4,2560,0,1973,0,Kirkland,WA 98034,6.717615623,650000.0001
3,1.75,2050,11856,1,0,0,3,1460,590,1962,2003,Bellevue,WA 98006,7.077948419,655275
3,2.5,2510,6320,2,0,0,3,2510,0,1996,0,Sammamish,WA 98075,6.063292513,658999.9999
3,1.75,1820,5500,1,0,0,4,1620,200,1957,2001,Seattle,WA 98115,6.867501199,659500.0001
3,1.75,1760,8400,1,0,0,4,1460,300,1960,2001,Seattle,WA 98136,7.262660288,680000
3,2.5,2550,45254,2,0,0,3,2550,0,2001,0,Redmond,WA 98053,7.946314935,694999.9999
4,3.5,3510,9364,2,0,0,3,3510,0,2001,0,Snoqualmie,WA 98065,6.448160704,695000
3,2.75,2540,4694,2,0,0,3,2540,0,2005,0,Sammamish,WA 98074,6.461100751,694999.9999
5,2.75,3100,9825,2,0,2,4,3100,0,1950,1982,Seattle,WA 98125,6.478791814,700000.0001
3,2,2080,3880,1,0,0,5,1160,920,1954,0,Seattle,WA 98117,7.434965311,699999.9999
3,3.5,2440,3427,2,0,0,3,1990,450,2000,0,Bellevue,WA 98005,7.104565709,710000.0001
3,2.5,3000,25341,2,0,0,3,3000,0,1995,0,Redmond,WA 98053,6.864716893,740000.0001
4,3.25,3490,7024,2,0,0,3,3490,0,2006,0,Sammamish,WA 98075,7.156123102,745000
5,3.25,2750,7500,2,0,1,3,2150,600,1937,1997,Kirkland,WA 98033,7.3900472,750000.0001
4,2.5,3700,21755,1,0,4,3,2620,1080,1988,2000,Bellevue,WA 98006,6.208603939,812650
4,2.5,3340,12248,2,0,1,3,2470,870,1998,2006,Seattle,WA 98126,7.933912844,870000
5,2.5,2550,20875,1,0,0,4,1610,940,1953,1983,Bellevue,WA 98004,7.776269023,895000
4,2.5,2580,3909,2,0,0,3,2580,0,2013,1923,Kirkland,WA 98033,7.033862878,899899.9999
6,3.75,2930,14980,2,0,3,3,2930,0,2013,1923,Bellevue,WA 98006,6.600238945,915000
5,4,3760,28040,2,0,0,3,3760,0,1983,2009,Kirkland,WA 98033,6.806022525,1025000
5,3.25,3230,3825,2,0,0,3,2480,750,2014,0,Seattle,WA 98117,7.055747074,1059500
3,3,2940,4622,2,0,0,4,2230,710,1988,0,Seattle,WA 98105,7.162049213,1070000
5,3.75,3630,6000,1.5,0,0,3,2470,1160,2004,2003,Kirkland,WA 98033,7.242300182,1180000
4,2.5,3040,7000,2,0,0,3,3040,0,2001,0,Mercer Island,WA 98040,7.990524904,1230000
5,3.25,5270,17232,2,0,1,3,4010,1260,1977,2003,Mercer Island,WA 98040,6.927861058,1795000
1,1,620,8261,1,0,0,3,620,0,1939,1969,Seattle,WA 98106,7.838736659,148000
2,1,700,4700,1,0,0,5,700,0,1953,0,Renton,WA 98056,7.527597488,200000
3,1.75,1570,4875,1,0,0,4,1310,260,1977,0,Covington,WA 98042,7.742554132,214950
3,1,1050,6300,1,0,0,3,1050,0,1942,1999,Seattle,WA 98146,7.574418383,220000
3,2,1640,5280,1.5,0,0,5,1640,0,1910,0,Auburn,WA 98002,6.051683929,234000
3,1.5,1360,9760,1.5,0,0,5,1360,0,1984,0,North Bend,WA 98045,6.102640957,240000
5,1.5,1510,9078,1,0,0,4,1510,0,1959,0,SeaTac,WA 98168,7.70027121,248000
2,1.5,982,846,2,0,0,3,806,176,2006,0,Seattle,WA 98133,6.02622003,250000
3,1.5,1160,8906,1,0,0,3,1160,0,1962,2003,Seattle,WA 98118,6.393069716,262500
2,1,1350,10096,1,0,2,4,1350,0,1952,0,North Bend,WA 98045,7.657179601,276900
3,2.5,1860,6607,2,0,0,3,1860,0,1989,0,Federal Way,WA 98023,7.426786406,279999.9999
3,2.5,1870,4060,2,0,0,3,1870,0,2005,0,Kent,WA 98042,6.338239066,285000.0001
3,1.75,1520,15090,1,0,0,4,1520,0,1968,0,Maple Valley,WA 98038,6.099387348,290000.0001
2,1,860,3874,1,0,0,4,860,0,1931,0,Renton,WA 98057,6.146987886,290300
4,2.75,2414,7693,2,0,0,3,2414,0,2006,0,Auburn,WA 98002,6.502015375,292000
5,3.5,2100,5107,2,0,0,3,1410,690,1999,0,Seattle,WA 98178,6.982659124,295000
3,2.5,2250,7294,2,0,0,3,2250,0,1994,0,Auburn,WA 98092,7.008849232,308900
3,1,1160,8813,1,0,0,3,1160,0,1952,2008,Seattle,WA 98125,6.733115425,317000
3,1.75,1790,27427,1,0,0,3,1130,660,1978,0,Snoqualmie,WA 98065,7.501726933,324999.9998
3,2.5,2456,7566,2,0,0,3,2456,0,2012,1912,Federal Way,WA 98023,7.92936917,329950
3,2.5,2210,7557,2,0,0,3,2210,0,1989,0,Federal Way,WA 98023,6.486334947,330000.0001
2,1,720,6686,1,0,0,3,720,0,1942,1999,Seattle,WA 98117,7.959844731,333000
4,2.25,2030,13500,1,0,0,3,1230,800,1963,2008,Renton,WA 98059,7.387330888,334999.9999
3,2.5,1430,1002,3,0,0,3,1430,0,2002,0,Seattle,WA 98103,6.061633577,348999.9999
3,3.25,1460,1592,2,0,0,3,1130,330,2006,0,Seattle,WA 98126,6.898879389,350000
3,1.75,1170,8182,1,0,0,3,1170,0,1962,2003,Shoreline,WA 98155,7.427967706,352499.9999
3,1,940,10368,1,0,0,3,940,0,1965,1993,Redmond,WA 98052,6.580262621,354000
3,1,890,7200,1,0,0,3,890,0,1951,1994,Seattle,WA 98125,7.01001249,371000
3,2,1370,8336,1,0,0,5,1370,0,1964,0,Shoreline,WA 98133,7.555403511,371500
3,1.5,1460,11407,1,0,0,3,1460,0,1954,2005,Lake Forest Park,WA 98155,6.25686647,381000
3,1.5,1270,1318,2,0,0,3,1080,190,2004,2003,Seattle,WA 98199,6.770220774,386000
3,2,1640,7201,1,0,0,3,1640,0,1948,1994,Seattle,WA 98125,7.803120091,405000
4,2.5,2550,4500,2,0,0,3,2550,0,2009,0,Renton,WA 98059,6.751170056,415000.0001
4,1,1860,4736,1.5,0,0,1,1860,0,1901,0,Seattle,WA 98112,6.798212687,427000
3,2.5,1420,2581,3,0,0,3,1420,0,2004,2003,Seattle,WA 98133,7.455112362,434999.9999
4,2.5,2300,19250,1,0,0,4,2300,0,1955,2009,North Bend,WA 98045,7.351299568,450000
4,2.5,3170,10688,2,0,2,3,3170,0,2001,0,Auburn,WA 98001,6.960661043,455000
3,2,2060,4437,1,0,0,3,1030,1030,1929,0,Seattle,WA 98126,7.844051194,460000
4,2.5,2180,7203,2,0,0,4,2180,0,1989,0,Renton,WA 98059,6.30527594,464000
4,2.5,2090,9702,1,0,0,5,1320,770,1965,0,Shoreline,WA 98133,7.64696391,465000.0001
4,1.75,1470,5350,1,0,0,3,980,490,1955,2005,Seattle,WA 98125,7.08232669,465000
3,2.25,1630,2520,2,0,0,3,1630,0,2005,0,Issaquah,WA 98029,7.6054598,474999.9999
6,5,3440,4500,2,0,0,3,3280,160,2007,0,Renton,WA 98057,7.467768215,495000.0001
3,1.75,1720,5899,1,0,1,3,1220,500,1986,0,Seattle,WA 98136,6.851766414,513999.9999
3,2.5,3370,19585,2,0,0,3,3200,170,1951,1994,Shoreline,WA 98133,6.100760296,515000.0001
4,3.5,2550,8698,2,0,0,3,2550,0,2007,0,Snoqualmie,WA 98065,6.040576309,516000.0001
3,1.75,1730,8400,1,0,0,4,1400,330,1980,0,Redmond,WA 98052,7.850321373,522000
2,1.75,1640,4080,1,0,0,3,840,800,1921,2000,Seattle,WA 98105,7.308370364,527000
3,1.75,1550,3680,1,0,0,3,1050,500,1927,2011,Seattle,WA 98117,6.503416601,530000
5,2.25,2520,49222,2,0,0,4,2520,0,1978,2000,Issaquah,WA 98027,7.448720728,534999.9999
3,2.5,2180,15693,1,0,0,4,1850,330,1979,0,Sammamish,WA 98075,7.548417249,545000
3,3.5,1650,2262,3,0,0,3,1650,0,2010,0,Seattle,WA 98103,7.103097821,547500
3,2.5,1990,3984,2,0,0,3,1990,0,2004,2003,Sammamish,WA 98075,6.217852963,560200
3,2.5,2600,7465,2,0,0,3,2600,0,1988,2000,Bothell,WA 98011,7.293556928,571000
4,2.75,2240,27820,1.5,0,0,4,2240,0,1976,1992,Sammamish,WA 98075,7.579846973,580379.0001
4,2,1680,5000,1,0,0,3,980,700,1950,2005,Seattle,WA 98115,7.102618618,587999.9999
4,2,2090,3610,1.5,0,0,5,1790,300,1927,0,Seattle,WA 98115,6.813964274,619400
4,2.75,4140,24190,2,0,0,3,4140,0,2002,0,Auburn,WA 98092,6.958381125,657500
6,3,4250,4400,2.5,0,0,4,3020,1230,1902,0,Seattle,WA 98118,7.780239915,664999.9998
3,2.75,2500,7378,1,0,0,5,1390,1110,1948,1985,Seattle,WA 98177,6.695647061,700000
4,1.75,2460,5100,1.5,0,0,5,1450,1010,1909,1988,Seattle,WA 98115,6.635565202,734999.9999
4,2.75,2490,17833,2,0,2,3,1490,1000,1979,2014,Seattle,WA 98125,6.630473264,740000
4,2.5,2810,10986,2,0,0,3,2810,0,1997,0,Sammamish,WA 98075,6.947036663,742000
3,1.75,2430,14607,1,0,1,3,1230,1200,1949,1970,Mercer Island,WA 98040,7.523495496,762400
3,3.5,4500,21870,2,0,0,3,4500,0,2004,2003,Auburn,WA 98092,7.208379562,785000
3,1.5,2210,6300,1.5,0,0,5,2210,0,1916,0,Seattle,WA 98144,7.788067401,799000
4,3.75,2690,4000,2,0,3,4,2120,570,1909,1989,Seattle,WA 98119,6.519267671,799999.9999
4,2.5,3280,6181,2,0,0,3,3280,0,2001,0,Sammamish,WA 98074,6.229629135,809949.9999
4,2.75,3370,6675,1,0,3,4,1920,1450,1948,0,Seattle,WA 98144,6.951191209,812999.9999
3,2.5,2070,13241,1.5,0,0,5,1270,800,1910,0,Seattle,WA 98102,7.631553493,850830
4,2.5,3320,11901,2,0,0,5,2650,670,1977,0,Bellevue,WA 98006,6.453429704,852600.0001
4,2.5,3470,32109,2,0,0,3,3470,0,1995,0,Woodinville,WA 98077,6.775910642,875000
5,3,2510,4125,1.5,0,3,5,1590,920,1925,0,Seattle,WA 98144,7.732054327,880999.9999
4,2.5,3760,29224,2,0,0,3,3760,0,1987,2000,Redmond,WA 98052,7.242786074,1010000
5,3.5,4210,17258,2,0,3,3,4210,0,1995,0,Bellevue,WA 98006,7.914256042,1365000
5,6.25,8670,64033,2,0,4,3,6120,2550,1965,2003,Seattle,WA 98177,7.995721201,2888000
2,1,820,10450,1,0,0,4,820,0,1965,0,Renton,WA 98055,7.227870416,173000
4,1.75,1200,7680,1,0,0,3,1200,0,1968,1997,Auburn,WA 98092,6.426773221,210000
4,1.5,1130,7840,1,0,0,4,1130,0,1970,0,Federal Way,WA 98023,6.954120837,210000
2,1,910,9869,1,0,0,3,910,0,1957,2000,Renton,WA 98058,6.007521695,223000
2,1,1100,8281,1,0,0,4,1100,0,1947,1988,Shoreline,WA 98155,6.171519586,229629.5
3,1.75,1840,9697,1,0,0,4,1500,340,1985,0,Kent,WA 98030,6.520407035,235000
4,2.5,1770,5855,2,0,0,3,1770,0,2003,0,Maple Valley,WA 98038,7.40739645,247999.9999
4,1.5,1490,7560,2,0,0,3,1490,0,1966,1963,Des Moines,WA 98198,7.475206064,259000
4,2.5,2210,8465,1,0,0,3,1490,720,1990,2009,Auburn,WA 98092,6.148987671,294000
3,2.5,1970,7500,2,0,0,3,1970,0,1988,2000,Auburn,WA 98092,6.538270983,299995
3,3.25,1470,1235,2,0,0,3,1180,290,2008,0,Seattle,WA 98108,6.274430119,300000.0001
4,2.5,2490,8124,2,0,0,3,2490,0,2001,0,Auburn,WA 98092,7.508729645,306000
5,3,1880,5000,1,0,0,3,1100,780,1997,0,Seattle,WA 98106,6.060259949,310000
2,1.5,1070,1200,2,0,0,3,1070,0,1999,0,Seattle,WA 98103,6.397180471,312500
3,2.5,1880,7000,2,0,0,3,1880,0,1993,0,Kent,WA 98031,6.715117443,315000
2,1,970,5665,1,0,0,4,970,0,1908,0,Seattle,WA 98118,6.332963188,315000
4,2.5,1910,9244,1,0,0,4,1910,0,1963,0,Renton,WA 98059,6.25604501,333000
2,2.25,1170,1011,2,0,0,3,1170,0,2009,0,Issaquah,WA 98027,6.29957812,336750
3,2,2080,11375,1,0,0,3,2080,0,2002,0,Enumclaw,WA 98022,6.485232548,342499.9999
3,1,1060,9525,1,0,0,3,1060,0,1966,1963,Redmond,WA 98052,7.416908458,349950
4,2.25,2300,4600,1.5,0,0,4,1340,960,1904,0,Seattle,WA 98144,7.674314892,349999.9999
3,3.25,1651,1779,2,0,0,3,1341,310,2008,0,Seattle,WA 98133,6.895365159,363000.0001
2,1,1220,17172,1,0,0,4,1220,0,1947,1988,Kirkland,WA 98033,7.840015843,370000.0001
3,1.75,1800,6000,1,0,0,5,900,900,1950,0,Shoreline,WA 98155,7.40129157,381000
3,1.75,1590,8219,1.5,0,0,5,970,620,1938,0,Kirkland,WA 98034,6.033717178,387884.6154
3,1,1180,11862,1,0,0,4,1180,0,1948,0,Seattle,WA 98177,6.628347093,397990
3,1,1330,15678,1,0,0,3,900,430,1984,0,Sammamish,WA 98074,6.103892531,405000
4,1.75,1890,6000,1,0,0,4,1110,780,1947,1988,Seattle,WA 98125,7.837627543,430000
3,3.5,1240,1666,2,0,0,3,1000,240,2008,0,Seattle,WA 98136,7.069095054,435500
5,3.5,3690,11928,2,0,0,3,2540,1150,2006,0,Sammamish,WA 98074,6.994264769,437500
3,1,1710,6556,1.5,0,0,4,1200,510,1926,1993,Seattle,WA 98133,7.376317027,440000
3,2.75,1560,7392,1,0,0,5,1030,530,1972,0,Kirkland,WA 98034,6.50792518,440000.0001
5,1.75,2460,6846,1.5,0,0,5,1340,1120,1911,1984,Seattle,WA 98108,6.56462114,445000
2,1.5,1630,3780,1,0,0,4,890,740,1940,2001,Seattle,WA 98107,7.810831268,448000
5,2,1940,7642,1.5,0,0,3,1940,0,1957,2000,Shoreline,WA 98177,6.119703337,465249.9999
3,2.5,1250,1103,3,0,2,3,1250,0,2005,0,Seattle,WA 98103,7.226526825,480000.0001
4,2.5,2470,35073,2,0,0,3,2470,0,1989,0,Auburn,WA 98092,6.627905978,485000.0001
4,2.25,2640,31941,1,0,0,4,2640,0,1986,0,Auburn,WA 98092,6.961067842,489949.9999
4,2.5,2140,7245,2,0,0,3,2140,0,2003,0,Seattle,WA 98133,7.539110865,495000
3,2,1769,9300,1,0,0,4,1769,0,1955,2009,Normandy Park,WA 98166,7.157687122,494999.9999
5,2.75,2990,7420,2,0,0,3,2990,0,1996,0,Renton,WA 98059,6.289949894,498500.0001
3,1.75,1970,7972,1,0,3,5,1370,600,1976,0,Renton,WA 98057,7.175145146,500999.9999
3,1.75,1600,19200,1,0,0,4,1600,0,1967,0,Kirkland,WA 98034,7.107547546,509999.9999
3,2.5,2120,9736,2,0,0,3,2120,0,1988,2000,Bothell,WA 98011,6.640976291,531000
3,1,1510,5000,1.5,0,0,3,1510,0,1909,2004,Seattle,WA 98105,7.60077994,545000
4,1.75,1880,3880,1.5,0,0,4,1090,790,1944,0,Seattle,WA 98107,6.232614902,560000
3,2.25,1710,4140,2,0,0,3,1710,0,2004,2003,Issaquah,WA 98029,6.444287004,561000.0001
2,1,1510,4032,1.5,0,0,3,1310,200,1935,1974,Seattle,WA 98199,7.700018518,575000
4,2.5,3140,9225,1,0,2,5,1770,1370,1966,0,Renton,WA 98057,6.592339389,578000
5,2,2060,6000,2,0,0,3,2060,0,1903,2005,Seattle,WA 98105,7.334285845,579999.9999
3,2.5,1910,1501,2.5,0,0,3,1530,380,2007,0,Seattle,WA 98199,6.999720467,585000
4,1.75,1870,5200,2,0,0,4,1200,670,1937,0,Seattle,WA 98115,7.814324454,594000
5,2.75,2820,4608,1,0,0,3,1450,1370,1967,2011,Seattle,WA 98117,7.615625116,598999.9999
4,2.25,2180,7297,2,0,0,3,2180,0,1984,0,Sammamish,WA 98074,7.959105364,610749.9999
2,1,1430,3000,1.5,0,0,3,1300,130,1929,0,Seattle,WA 98112,7.860571659,620000.0001
3,2.5,2480,5137,2,0,0,3,2480,0,2000,0,Redmond,WA 98052,7.05108932,641633.3332
4,2,2710,4750,1,0,0,4,1460,1250,1919,1985,Seattle,WA 98115,7.093282323,656500
3,3,2340,2970,2,0,0,5,2160,180,1925,0,Seattle,WA 98103,7.985237101,660000
3,2.5,2050,6420,1,0,3,3,1730,320,1956,2001,Seattle,WA 98116,6.721661039,670000
3,2,2460,6600,1,0,2,4,1370,1090,1952,0,Seattle,WA 98136,6.807610925,678500
3,2.5,2570,3600,2.5,0,0,3,2570,0,2007,0,Issaquah,WA 98029,6.729713391,680000.0001
4,2.5,2683,40386,2,0,0,4,2683,0,1987,0,Redmond,WA 98052,7.139303311,681965.7811
4,2.5,3280,27441,2,0,0,3,3280,0,1996,0,Redmond,WA 98053,6.591459912,699000.0001
3,2.75,1900,6400,1,0,0,5,1410,490,1942,0,Seattle,WA 98105,7.086835666,706000
3,1.75,2110,11250,1,0,0,4,2110,0,1961,2001,Mercer Island,WA 98040,7.559475202,742999.9999
3,3.5,3950,111078,1.5,0,0,3,2460,1490,1989,0,Redmond,WA 98053,7.373817803,784000.0006
4,2.5,3010,6100,2,0,0,3,3010,0,2005,0,Redmond,WA 98052,7.075479732,789500.0001
4,3.25,2420,4000,1.5,0,0,5,1870,550,1911,1984,Seattle,WA 98105,6.274157942,789999.9999
3,2,2420,17859,1,0,1,5,1500,920,1979,0,Kirkland,WA 98034,6.309126694,795000
3,3,2790,12523,2,1,4,4,1600,1190,1977,0,Des Moines,WA 98198,7.940920043,835000.0002
4,3.25,3960,7012,2,0,0,3,3960,0,2005,0,Sammamish,WA 98075,7.812161021,860000.0002
4,2.25,2460,44431,1,0,0,4,2460,0,1957,2001,Bellevue,WA 98007,7.714732732,900000.0001
4,2.5,2370,10858,2,0,0,3,2370,0,2003,0,Bellevue,WA 98004,7.735602783,1034500
4,2.5,3270,35445,2,0,0,3,3270,0,1989,0,Bellevue,WA 98006,6.939606642,1070000
0,0,3064,4764,3.5,0,2,3,3064,0,1990,2009,Seattle,WA 98102,6.339779087,1095000
4,2.5,3200,7500,1.5,0,1,5,1860,1340,1948,1985,Seattle,WA 98115,6.545239289,1184000
4,2.5,5730,44947,2,0,4,3,4280,1450,1991,0,Sammamish,WA 98074,6.478565083,1228000
5,4,4410,14380,2,0,0,3,4410,0,2006,0,Redmond,WA 98052,6.461017285,1240000
4,3.75,4030,10800,2,0,0,3,4030,0,2006,0,Kirkland,WA 98033,7.74395201,1485000
3,1,1270,6405,1.5,0,0,3,1270,0,1944,0,Seattle,WA 98178,7.630618042,153000
3,1,1290,6566,1,0,0,5,1290,0,1976,0,Federal Way,WA 98023,7.736457736,205000
3,1,1340,11070,1,0,0,4,1340,0,1978,2000,Kent,WA 98030,6.072642942,206135
2,1.75,1440,5680,1,0,0,4,1440,0,1978,2000,Des Moines,WA 98198,6.775455344,210000
2,1,710,7200,1,0,0,3,710,0,1943,2002,Seattle,WA 98178,7.826933508,215000
2,1,930,7550,1,0,0,3,930,0,1986,0,SeaTac,WA 98168,7.499570462,230000
3,1.75,1900,8540,1,0,0,3,950,950,1980,0,SeaTac,WA 98168,7.972109093,235000
3,2.25,1400,3814,2,0,0,3,1400,0,2012,1912,Covington,WA 98042,7.933122275,250000
4,2.5,1930,8660,1,0,0,3,1120,810,1981,2013,Auburn,WA 98001,6.83927637,250600
4,1.75,1900,10588,1,0,0,5,1900,0,1958,0,Auburn,WA 98002,6.049578785,265000
3,1.75,1840,8601,1,0,0,3,920,920,1905,2014,Seattle,WA 98118,6.197309862,285000
3,1.75,1180,13927,1,0,0,5,1180,0,1962,0,Renton,WA 98059,6.836917644,299000
4,2.5,2700,10814,1,0,0,4,1560,1140,1966,0,Kent,WA 98030,7.358479573,300000
3,2,2020,8555,1,0,0,4,1220,800,1957,2001,Seattle,WA 98125,6.020183407,300000
3,1,1280,8184,1.5,0,0,4,1280,0,1947,1988,Shoreline,WA 98155,6.8415941,304000
3,1.5,1210,5240,1,0,0,4,610,600,1983,0,Seattle,WA 98106,6.10197021,305000.0001
4,2.5,1880,7965,2,0,0,3,1880,0,2000,0,Maple Valley,WA 98038,7.583687382,324900
3,2.5,2070,8337,2,0,0,3,2070,0,1997,0,Kent,WA 98030,7.078692985,325000
3,2.5,1070,1155,2,0,0,3,720,350,2005,0,Seattle,WA 98116,7.879567752,330000
2,1.5,1800,26615,1,0,0,5,1240,560,1987,0,Auburn,WA 98092,6.97969297,345000
3,1.75,1820,9545,1,0,0,3,1230,590,1976,0,Lake Forest Park,WA 98155,6.595214542,349999.9999
3,1.5,1650,9957,1,0,0,4,1100,550,1961,2001,Seattle,WA 98125,6.988117538,369500
4,2.5,2220,5338,2,0,0,3,2220,0,2001,0,Renton,WA 98059,7.616932366,370000.0001
3,2.25,1410,1287,2,0,0,3,1290,120,2005,0,Issaquah,WA 98027,7.703643408,379500
4,2.5,2540,6365,2,0,0,3,1870,670,2000,0,Renton,WA 98055,7.636766097,380000
3,2.25,1920,4833,1,0,0,4,1060,860,1921,0,Seattle,WA 98133,6.739705932,385000
4,2.5,2050,5276,2,0,0,3,2050,0,2006,0,Renton,WA 98059,6.331442053,385000
4,2.5,1750,4779,2,0,0,3,1750,0,2009,0,Kenmore,WA 98028,6.91382023,415499.9999
4,2.5,2690,7947,2,0,0,3,2690,0,1993,0,Renton,WA 98058,6.293896117,418999.9999
3,2,1910,5040,1.5,0,0,3,1910,0,1971,0,Sammamish,WA 98074,6.87698825,430000
3,1.75,1500,8173,1,0,0,3,1500,0,1997,0,Kirkland,WA 98034,7.863757686,434999.9999
4,2.25,2010,7575,1,0,0,3,1220,790,1974,0,Kirkland,WA 98034,6.830809562,440000
4,2.25,2630,39000,2,0,0,3,2630,0,1979,2014,Kent,WA 98042,6.415767957,454000.0001
3,1.75,1850,6869,1,0,2,5,1100,750,1919,1934,Burien,WA 98166,7.454060744,459949.9999
3,2.25,1580,12177,1,0,0,3,1200,380,1981,2013,Sammamish,WA 98074,6.573023421,475000
3,2.5,1580,6065,2,0,0,3,1580,0,1985,0,Issaquah,WA 98029,7.34214772,485000
3,1.75,1760,12874,1,0,0,4,1230,530,1967,0,Bellevue,WA 98005,6.40007866,497333.3333
3,1,1830,3000,1.5,0,0,3,1430,400,1926,2003,Seattle,WA 98103,7.47377731,499950
4,2.75,2020,7070,1,0,0,5,1010,1010,1958,0,Seattle,WA 98126,6.617355921,513000
3,1,1540,3399,1.5,0,0,3,1200,340,1926,2003,Seattle,WA 98117,7.144742885,530099.9999
5,3,3610,9775,2,0,0,3,3610,0,2003,0,Maple Valley,WA 98038,7.46237975,540000
3,1.75,1640,7437,1,0,0,3,1090,550,1948,1994,Seattle,WA 98126,6.054676821,556000
3,3,1384,1287,2,0,0,3,1144,240,2006,0,Seattle,WA 98102,7.974620121,575000
3,2.5,2040,4627,2,0,0,3,2040,0,1992,0,Redmond,WA 98052,6.482409428,580000
