number of rooms,security level of the community,residence space,noise level,view,aboveground space ,basement space,building year,total cost
2,1.0,790,1.0,0,790,0,1925,299800.0
3,2.5,2720,2.0,0,2720,0,2002,299900.0
2,1.0,970,1.0,0,970,0,1949,300000.0
4,2.25,2000,1.0,0,2000,0,1978,318989.0
3,1.0,990,1.0,0,990,0,1947,325000.0
3,1.0,1250,1.0,0,1250,0,1969,330000.0001
3,2.25,1800,2.0,0,1800,0,1995,332500.0
4,2.5,2220,2.0,0,2220,0,2014,334990.0
4,2.75,1800,1.0,0,1050,750,2002,344500.0
3,1.5,980,1.0,0,980,0,1969,350000.0
3,2.5,1530,3.0,0,1530,0,2009,360000.0001
3,2.5,2150,2.0,0,2150,0,1988,368250.0
3,1.75,2000,1.0,0,2000,0,1961,374000.0
3,2.0,1540,1.0,0,1120,420,1961,385500.0
3,2.25,1445,2.0,0,1300,145,2003,389999.0
3,1.75,1540,1.0,0,1540,0,1967,396450.0
3,1.75,2470,1.0,1,1570,900,1962,405000.0
3,2.0,1440,1.0,0,1440,0,2007,413800.0
1,1.0,960,1.0,0,960,0,1945,420850.0
3,2.75,2550,2.0,0,2550,0,1994,430000.0
3,1.0,1150,1.0,0,1150,0,1906,430000.0
4,2.25,2080,1.0,0,1220,860,1979,442000.0001
2,1.0,1200,1.0,0,1070,130,1940,450000.0
4,2.0,1660,1.0,0,850,810,1945,451999.9999
4,2.0,1790,1.0,2,840,950,1909,474999.9999
3,3.5,2380,2.0,3,1670,710,1997,495000.0001
3,2.5,1900,2.0,0,1900,0,1990,512499.9999
4,2.5,3290,2.0,0,3290,0,1992,520000.0
3,2.75,2100,2.0,0,1510,590,1998,525000.0
3,1.0,1450,1.0,1,950,500,1948,525000.0
4,2.5,1900,2.0,0,1900,0,1994,535800.0
3,1.75,1300,1.0,0,1300,0,1983,539999.9999
3,2.25,2020,2.0,0,2020,0,1998,556000.0
3,3.0,1960,2.0,0,1600,360,2007,556000.0
3,2.5,2540,2.0,0,2540,0,1999,567000.0001
4,2.5,2910,2.0,2,2910,0,1998,589000.0001
3,2.25,2230,2.0,0,2230,0,1987,599999.9999
4,2.5,2360,2.0,0,2360,0,2001,600000.0001
4,2.75,2450,2.0,0,2450,0,1988,619420.0001
4,2.5,2630,2.0,0,2630,0,1986,625000.0001
4,2.25,2750,1.0,0,1500,1250,1948,635000.0
4,3.5,2350,2.0,3,1670,680,1994,655000.0001
4,2.5,2340,1.0,2,1590,750,1964,668750.0001
4,2.75,2550,1.0,0,1700,850,1972,691000.0
4,2.5,3010,2.0,0,3010,0,1996,699999.9999
4,3.25,2780,2.0,0,2780,0,2006,700000.0
3,2.5,2020,3.0,3,2020,0,2000,720000.0
4,2.75,2830,2.0,0,2830,0,1998,743999.9999
4,2.75,3488,2.0,0,3488,0,1998,814999.9999
5,3.0,2876,1.0,2,1970,906,1973,895000.0
5,3.75,5330,2.0,2,3570,1760,2006,949999.9999
4,3.25,2790,1.0,3,1130,1660,1963,969999.9999
5,4.0,4850,2.0,0,4850,0,1977,975000.0002
4,2.75,2290,2.0,0,2170,120,1926,1003000.0
3,4.0,3880,2.0,3,3700,180,2009,1030000.0
4,3.25,3810,1.0,1,2680,1130,2007,1130000.0
3,2.25,2760,2.0,0,2760,0,1978,1185000.0
3,2.5,4460,2.0,0,4460,0,1992,1550000.0
2,1.0,820,1.0,0,820,0,1954,149999.9999
2,2.5,1160,2.0,0,1160,0,1998,168000.0
4,1.5,1740,1.0,0,1020,720,1962,180000.0
2,1.0,1400,1.0,0,900,500,1922,180000.0
3,1.0,870,1.0,0,870,0,1969,180000.0
3,1.0,910,1.0,0,910,0,1956,219900.0
2,1.0,740,1.0,0,740,0,1938,235750.0
4,2.25,1720,1.0,0,1720,0,1973,240015.3333
4,2.0,1580,1.0,0,1040,540,1967,245000.0
2,1.0,940,1.0,0,940,0,1959,249950.0
4,2.75,2570,2.0,0,1720,850,1998,254500.0
3,2.5,1550,2.0,0,1550,0,2011,259000.0
2,1.5,840,2.0,0,840,0,2005,270000.0
1,0.75,1170,1.0,0,880,290,1962,275000.0001
4,2.0,980,1.0,0,980,0,1978,295000.0
5,2.5,2760,2.0,0,2760,0,2006,300000.0
6,2.0,2040,1.0,0,2040,0,1943,300000.0
4,1.75,2200,1.5,0,1400,800,1942,305000.0
3,1.5,2320,1.0,0,2320,0,1976,307000.0
2,1.0,1070,1.0,2,1070,0,1949,319950.0
3,2.0,1110,1.0,0,1110,0,1978,320000.0
3,2.25,998,2.0,0,798,200,2007,320000.0
3,2.25,1347,3.0,0,1347,0,2010,321000.0
3,2.5,1750,2.0,0,1750,0,1994,324000.0
4,3.5,3150,2.0,0,3150,0,2005,330000.0
3,1.0,1070,1.0,0,1070,0,1951,337000.0
4,2.5,1980,2.0,0,1980,0,1988,342246.4286
3,1.0,1220,1.0,0,1220,0,1966,348580.0
4,2.5,2052,2.0,0,2052,0,2014,349900.0
2,1.0,1060,2.0,0,1060,0,1979,353250.0
3,2.25,1280,3.0,0,1280,0,2005,355000.0
2,1.75,1060,1.0,0,1060,0,1977,356000.0
3,1.5,1360,3.0,0,1360,0,2008,359000.0
3,1.0,1100,1.5,4,1100,0,1922,360999.9999
5,3.5,2420,2.0,0,2420,0,2013,380000.0001
2,2.5,1230,2.0,0,1060,170,2011,380000.0
3,1.0,1250,1.0,0,1250,0,1956,385000.0
4,2.5,3140,2.0,0,3140,0,1991,389950.0
3,1.0,1040,1.0,0,1040,0,1942,400000.0
3,2.25,1950,1.0,0,1950,0,2006,407999.9999
4,3.0,3220,2.0,0,2450,770,1990,430000.0
2,2.5,1520,2.0,0,1240,280,2007,430000.0
3,3.5,1900,2.0,0,1430,470,2008,431499.9999
3,2.75,2200,1.0,0,1100,1100,1982,432000.0
3,2.25,1470,2.0,0,1090,380,2007,432000.0
3,2.25,1820,1.0,0,1240,580,1981,475000.0001
4,2.25,3250,2.0,0,3250,0,1983,480000.0002
5,2.25,2230,1.0,0,1320,910,1978,481999.9999
4,2.0,1640,2.0,0,1640,0,1907,492000.0
2,1.75,1560,1.0,0,780,780,1904,494400.0001
2,1.75,2860,1.0,4,1510,1350,1948,503000.0
4,2.25,2350,1.0,0,1430,920,1977,555000.0
4,1.75,3000,1.0,3,1500,1500,1950,585000.0
4,3.0,2170,1.0,0,1370,800,1968,592500.0
3,1.75,1650,1.0,0,1040,610,1908,600000.0
4,2.75,2750,1.0,3,1720,1030,1981,604699.9999
4,2.5,2980,2.0,0,2980,0,2000,622499.9999
3,1.75,2060,1.0,0,1350,710,1984,625000.0
4,2.5,3240,1.0,0,1860,1380,1977,635699.9999
4,1.75,2260,1.0,1,1130,1130,1947,648360.0
4,2.5,2860,2.0,0,2860,0,1999,655000.0
4,1.75,2740,1.0,2,1370,1370,1954,657000.0
3,2.5,2670,2.0,0,2670,0,1989,657500.0001
3,2.5,2450,2.0,0,2450,0,2010,660000.0001
4,2.5,2600,2.0,0,2600,0,1996,665000.0
3,2.0,2000,1.0,0,1100,900,1916,677000.0001
4,2.5,2930,2.0,0,2930,0,1998,749000.0001
4,2.5,2350,2.0,0,2350,0,1987,770000.0
4,2.75,2410,1.0,0,1410,1000,1950,805000.0
4,3.25,3090,2.0,4,3090,0,2013,850000.0
4,3.25,3340,1.5,0,2240,1100,1963,909999.9999
4,3.0,4260,2.0,0,4260,0,1996,999999.9999
4,3.25,3440,2.0,0,3440,0,1983,1050000.0
4,2.5,3030,1.5,0,3030,0,1988,1050000.0
4,3.75,3860,2.5,0,3860,0,2007,1051000.0
4,3.0,3600,1.0,4,2100,1500,1976,1075000.0
3,2.75,2890,2.0,3,2830,60,1987,1170000.0
1,0.75,430,1.0,0,430,0,1912,79999.99999
2,1.0,580,1.0,0,580,0,1943,90000.0
3,1.0,1080,1.0,0,1080,0,1967,132500.0
2,1.0,1300,1.0,0,1300,0,1958,175000.0
4,1.0,1350,1.0,0,1350,0,1966,200000.0
3,1.0,960,1.0,0,960,0,1982,218000.0
2,1.0,1300,1.5,0,1300,0,1975,225000.0
4,2.5,1810,1.0,0,1230,580,1970,234999.9999
2,1.0,1140,1.5,0,1010,130,2007,235000.0
4,1.0,1450,1.0,0,1450,0,1943,244000.0
3,2.0,1490,1.5,0,1490,0,1984,255000.0
3,1.75,1620,1.0,0,1310,310,1988,258000.0
4,2.5,1960,2.0,0,1960,0,2001,259585.5714
4,1.5,1930,2.0,0,1930,0,1979,274999.9999
2,1.0,1340,1.0,2,1340,0,1947,300000.0
2,1.0,780,1.0,0,780,0,1946,306000.0
3,1.0,1920,1.0,2,1120,800,1952,325000.0
4,2.5,2210,1.0,2,1410,800,1965,334000.0001
4,2.5,1750,1.0,0,1240,510,1983,335000.0
3,1.0,1010,1.0,0,1010,0,1947,349999.9999
3,2.0,1220,3.0,0,1220,0,2007,355000.0
3,2.0,1270,3.0,0,1270,0,2006,360000.0
5,1.75,2120,1.0,0,1320,800,1942,377691.0001
3,1.0,1800,1.0,0,1200,600,1942,383000.0
4,2.5,2440,2.0,0,2440,0,1993,388000.0
3,1.75,2420,2.0,0,2420,0,1911,399500.0001
3,2.0,1540,2.0,0,1540,0,2005,401999.9999
3,2.0,1650,1.5,0,1650,0,1983,410000.0
3,1.5,1110,1.0,0,1110,0,1963,416000.0
4,1.75,1830,1.0,0,1010,820,1966,433000.0
4,2.5,2380,2.0,0,2380,0,2002,439950.0
4,2.5,2560,1.0,0,1280,1280,1965,440000.0001
3,2.0,1630,1.0,0,1630,0,1987,445000.0
3,2.0,1560,2.0,0,1560,0,1923,449950.0
3,1.0,1670,1.5,0,1170,500,1939,460000.0001
3,1.75,1300,1.0,0,820,480,1919,462000.0
3,1.75,1120,1.5,0,1120,0,1925,464600.0
4,2.75,2430,1.0,0,2430,0,1967,465425.0001
3,1.75,1620,1.0,0,1190,430,1973,467100.0
3,2.25,1670,2.0,0,1220,450,2002,505000.0
2,1.0,1680,1.0,0,1140,540,1941,515000.0
3,1.75,1680,1.0,0,960,720,1992,525999.9999
4,1.75,1814,1.0,0,944,870,1951,530000.0001
3,2.5,2210,2.0,0,2210,0,1994,534999.9999
4,3.0,2830,2.0,0,2830,0,1987,549899.9995
3,2.5,2510,2.0,0,2510,0,1992,550000.0
3,2.0,1830,1.0,0,1830,0,1959,550000.0
3,1.0,1430,1.0,0,1080,350,1919,552000.0
4,2.0,3510,1.0,2,2210,1300,1965,554819.9999
5,2.5,3840,2.0,0,3840,0,1991,556000.0
3,2.5,1620,3.0,4,1470,150,2008,580000.0
3,2.0,1670,1.5,0,1670,0,1931,585000.0
3,2.75,1960,1.5,0,1410,550,1926,599000.0
3,1.0,1500,1.0,0,1000,500,1947,606000.0
3,2.5,2600,1.0,0,2600,0,1984,625000.0
4,2.75,2250,1.0,0,1200,1050,1951,648474.9999
4,4.0,2290,1.5,0,1690,600,1940,661254.0
3,2.75,1800,1.0,0,1320,480,1966,665000.0
4,2.0,1590,1.0,0,1590,0,1951,670500.0
4,2.5,2560,2.0,0,2560,0,1987,675000.0001
3,2.5,2390,2.0,0,2390,0,1984,735000.0
4,2.5,2380,2.0,0,2380,0,1991,782000.0001
4,2.75,3500,2.0,0,3500,0,2005,788599.9999
4,2.25,2530,1.0,0,1570,960,1976,902000.0001
4,2.0,2840,1.0,0,1420,1420,1952,945000.0001
5,3.25,3400,2.0,0,3400,0,1999,950000.0
4,3.0,3680,1.0,3,2060,1620,1967,980000.0001
3,4.0,4380,2.0,0,4380,0,1983,1050000.0
4,3.5,4740,2.0,0,4740,0,2003,1200000.0
4,3.0,3370,1.0,3,1860,1510,1988,1325000.0
4,3.5,4390,2.0,3,3060,1330,1990,1610000.0
2,1.0,720,1.0,0,720,0,1943,199000.0
3,1.75,1260,1.0,0,1260,0,1994,245000.0
4,1.5,2670,2.0,0,2670,0,1996,347000.0001
4,1.75,1960,1.0,0,1340,620,1979,372000.0
3,2.5,2460,2.0,0,2460,0,2007,440500.0001
3,1.0,1370,1.5,0,1370,0,1924,479000.0
3,2.5,1740,2.0,0,1740,0,1989,496699.9999
4,2.5,3670,2.0,0,3670,0,2005,820000.0001
4,4.25,5584,2.0,0,5584,0,1998,1680000.0
3,1.75,1570,1.0,0,1570,0,1991,195000.0
3,2.5,1560,2.0,0,1560,0,2003,295000.0
4,3.5,2630,1.5,3,1640,990,1984,325000.0
3,2.5,1620,1.0,0,1620,0,1955,355300.0001
3,3.0,2980,1.0,0,1820,1160,1981,674999.9999
3,1.0,1140,1.0,0,1140,0,1972,172500.0
3,1.0,1140,1.0,0,1140,0,1960,276000.0
4,2.5,2100,2.0,0,2100,0,2009,346000.0001
3,2.5,1780,2.0,0,1780,0,2001,370000.0
3,1.5,1690,1.0,0,1140,550,1956,379950.0
2,1.5,2730,1.0,0,1570,1160,1976,459999.9999
4,2.5,2700,2.0,0,2700,0,2004,690000.0
3,2.0,2130,1.0,0,2130,0,1989,880000.0001
2,1.0,1180,1.0,0,1180,0,1918,160000.0
3,1.0,910,1.0,0,910,0,1971,244000.0
3,1.0,960,1.0,0,960,0,1955,255000.0
3,2.0,1630,1.0,0,1630,0,2003,260000.0
3,2.5,1658,2.0,0,1658,0,2014,263900.0
3,2.5,1440,1.0,0,1000,440,1983,265000.0
4,2.0,1930,1.0,0,1030,900,1967,268000.0
3,1.75,1670,1.0,0,1320,350,1987,274950.0
3,1.0,1200,1.0,0,920,280,1943,280000.0
3,2.5,1680,1.0,0,1240,440,1994,282000.0
4,2.5,1982,2.0,0,1982,0,2004,283200.0
5,3.0,2840,1.0,0,1710,1130,2003,292050.0
5,1.0,1410,1.0,0,960,450,1955,295832.0
3,1.0,900,1.0,0,900,0,1972,304000.0
4,1.0,2100,1.0,0,1050,1050,1968,305000.0001
3,1.5,1255,3.0,0,1255,0,2004,312000.0
4,2.5,1630,2.0,0,1630,0,2003,312900.0
3,1.75,1320,1.0,0,1320,0,1948,312999.9999
3,1.75,1780,1.0,0,1780,0,1983,325000.0
2,1.0,880,1.0,0,880,0,1942,326100.0
3,1.0,1810,2.0,0,1810,0,1970,326500.0
4,2.5,1720,1.0,0,1120,600,1961,328211.9048
3,1.0,1600,1.0,0,1150,450,1964,329000.0
4,2.0,2330,1.0,0,1400,930,1941,344950.0
2,1.5,1180,2.0,0,990,190,2005,345000.0
4,2.25,1810,2.0,0,1810,0,2003,354999.9999
3,1.0,1570,1.0,0,1570,0,1954,360000.0
3,1.0,1050,1.5,0,1050,0,1954,360000.0
2,2.25,1280,2.0,0,1080,200,2009,370000.0
3,1.5,2000,1.0,0,1520,480,1965,375000.0
3,1.75,1440,1.0,0,1440,0,1973,375000.0001
5,2.0,2330,1.0,0,1190,1140,1962,389000.0
4,2.5,2870,2.0,0,2540,330,1979,399000.0
3,3.0,1296,3.0,0,1296,0,2009,399950.0
2,1.0,1470,1.0,0,1470,0,1940,400000.0
3,1.75,1980,1.0,0,1310,670,1949,404999.9999
2,1.0,910,1.0,0,910,0,1942,405000.0
3,2.25,1950,1.0,0,1350,600,1964,415000.0
5,1.5,1900,1.0,0,1130,770,1961,415000.0
3,2.5,1870,2.0,0,1870,0,2003,425000.0
3,1.0,1270,1.5,2,1270,0,1928,435000.0
3,1.75,1650,1.0,0,1650,0,1961,438000.0
4,2.5,2520,2.0,0,2520,0,1999,450000.0
4,3.25,2510,2.0,0,2510,0,2009,450800.0
3,2.0,1460,1.0,0,1460,0,1975,455500.0
3,2.5,2420,2.0,0,2420,0,1998,455600.0
3,1.75,1840,1.0,0,1050,790,1925,457500.0
3,3.5,1600,2.0,0,1240,360,2006,460000.0
3,2.0,1560,1.0,0,1560,0,1967,465000.0
2,1.0,1160,1.0,0,860,300,1942,468000.0
4,2.75,1720,2.0,0,1720,0,1978,476999.9999
3,1.0,1150,1.0,2,1150,0,1943,480000.0001
3,2.5,1590,3.0,0,1590,0,1985,488000.0
4,2.25,1940,1.0,0,1430,510,1956,495000.0
3,2.5,1750,3.0,0,1750,0,2013,494999.9999
3,3.5,1820,2.0,0,1430,390,2014,499950.0
3,2.25,1760,2.0,0,1760,0,1988,500000.0
4,2.5,3200,2.0,0,3200,0,2005,515000.0001
5,3.0,2750,1.5,0,1750,1000,1926,524999.9999
4,2.5,2340,2.0,0,2340,0,1921,535000.0001
4,4.25,1960,2.0,0,1960,0,1940,540000.0
5,4.5,4850,2.0,0,4850,0,2001,569950.0002
3,1.75,1930,1.0,0,1930,0,1977,569999.9999
3,1.75,1850,1.0,0,1850,0,1983,585000.0
3,3.5,2710,2.0,0,1650,1060,2005,627000.0001
4,2.5,2740,2.0,0,2740,0,1990,673476.8182
3,2.5,2540,2.0,1,2540,0,1940,675000.0
3,2.5,2810,2.0,0,2810,0,2001,685000.0
4,3.0,3000,1.5,3,1970,1030,1913,688000.0
2,2.5,2160,1.0,0,2160,0,2002,715000.0
3,1.5,2500,1.5,2,1450,1050,1940,725000.0
3,2.5,2330,2.0,4,1410,920,2004,731999.9999
5,2.75,3390,2.0,0,3390,0,2004,735000.0
2,2.0,1880,1.5,0,1880,0,1902,751750.0
3,2.5,2610,2.0,0,2610,0,2014,754949.9999
4,2.5,3330,2.0,0,3330,0,2009,760000.0
3,3.0,2520,1.5,0,1560,960,1925,780000.0
4,2.5,2680,1.0,0,1380,1300,1952,800000.0
4,2.5,1850,1.0,0,1430,420,1978,829999.9999
4,3.0,3720,2.0,0,3720,0,1991,856999.9998
5,4.0,3720,2.0,0,3720,0,2005,960000.0
3,3.75,3250,2.0,2,2370,880,1951,967500.0
5,3.0,3480,2.0,0,3480,0,1964,970000.0
3,2.25,2510,1.5,2,1810,700,1932,994000.0
4,2.5,2920,1.0,3,1470,1450,1921,1050000.0
4,3.0,5940,2.0,4,4950,990,2004,1149000.0
3,3.25,3790,2.0,4,3790,0,1985,1600000.0
5,4.5,4590,2.0,0,4590,0,2009,1710000.0
2,1.0,780,1.0,0,780,0,1948,87500.0
2,1.0,720,1.0,0,720,0,1942,127160.0
3,1.0,820,1.5,0,820,0,1910,150000.0
2,1.0,740,1.0,0,740,0,1949,157499.9999
3,1.0,1100,1.0,0,1100,0,1969,168500.0
2,1.0,830,1.0,0,830,0,1996,175000.0
3,1.5,1430,1.0,0,1430,0,1953,178650.0
2,2.0,1390,2.0,0,1390,0,1986,186950.0
2,2.0,1700,1.0,0,850,850,1927,188999.9999
2,1.5,880,2.0,0,880,0,2007,210000.0
2,1.0,1320,1.0,0,1320,0,1943,215000.0
3,1.75,1210,1.0,0,1210,0,1983,215000.0
3,1.5,1560,1.0,0,1040,520,1964,224000.0
3,2.0,2030,1.0,0,1220,810,1979,224999.9999
3,2.5,1680,2.0,0,1680,0,1994,225000.0
4,2.25,1830,1.0,0,1200,630,1989,236000.0001
3,1.75,1310,1.0,0,1310,0,1979,242000.0
3,2.5,2060,2.0,0,2060,0,1999,244615.0
3,1.75,1300,1.0,0,1300,0,1996,245100.0
3,2.0,1400,1.0,0,1400,0,1968,253400.0001
3,2.0,1480,1.0,0,1480,0,1992,254000.0
2,1.0,1060,1.0,0,1060,0,1952,254000.0
3,1.5,1430,1.0,0,1430,0,1966,266200.0
3,2.5,2495,2.0,0,2495,0,2007,267000.0
3,1.75,1300,1.0,0,650,650,1918,270000.0
4,1.0,1450,1.0,0,990,460,1964,277000.0001
3,1.0,1180,1.5,0,1180,0,1946,282508.8889
2,1.0,800,1.0,0,800,0,1954,285000.0
3,1.0,1390,1.5,0,1390,0,1954,299000.0
3,1.0,1160,1.0,0,1160,0,1968,305000.0001
3,2.5,1680,2.0,0,1680,0,1984,306000.0
3,1.0,1430,1.5,0,1430,0,1927,310000.0
2,2.5,1050,2.0,0,1050,0,2005,325000.0
3,2.75,1720,1.0,0,1720,0,1958,326000.0
4,2.0,1480,1.0,0,740,740,1910,335000.0
3,2.25,2180,2.0,0,2180,0,1986,341749.9999
2,1.0,1080,1.0,0,1080,0,1940,345000.0
3,2.5,2400,1.0,0,2400,0,1990,355000.0
2,1.0,1270,1.0,0,960,310,1920,354999.9999
4,2.5,3753,2.0,0,3336,417,2008,363000.0
3,1.5,1300,1.0,0,1300,0,1963,365000.0
3,2.0,1660,1.0,0,1660,0,1949,380000.0
3,2.5,2250,2.0,0,2250,0,2006,395000.0
3,1.75,1820,1.0,0,1250,570,1977,420000.0
4,2.75,1680,1.0,0,1080,600,1979,425000.0
2,1.75,1350,1.0,0,1350,0,2005,429000.0
3,3.75,3890,1.0,2,2390,1500,1943,430000.0002
3,1.75,1980,1.0,0,1270,710,1965,432500.0
4,3.0,4260,2.0,2,4260,0,2000,435000.0001
3,1.75,1610,1.0,0,1610,0,1947,438750.0
3,1.0,1100,1.0,0,1100,0,1917,450000.0
3,2.0,1300,1.0,0,900,400,1993,450385.7143
4,3.0,2230,2.0,0,2230,0,1991,460000.0
6,3.25,4250,1.0,3,2150,2100,1967,465000.0
3,2.25,1840,2.0,0,1840,0,2003,465000.0
2,3.25,1400,3.0,0,1400,0,2000,474800.0
3,2.0,1980,1.0,0,1980,0,1994,479900.0
4,2.5,2360,2.0,0,2360,0,2003,490000.0
4,2.5,2798,2.0,0,2798,0,2012,499950.0
4,1.5,2040,1.0,0,1020,1020,1961,510000.0
3,1.75,1400,1.0,0,870,530,1951,510250.0
4,2.5,2680,2.0,0,2680,0,2004,515000.0
2,1.75,2050,1.0,0,2050,0,1950,532500.0001
3,2.5,1720,2.0,0,1720,0,1994,535000.0
3,2.5,1550,2.0,0,1550,0,1999,537000.0
4,2.5,2230,1.0,0,1450,780,1974,544500.0001
4,1.0,1660,1.0,0,930,730,1933,550000.0
3,2.5,3160,2.0,0,2650,510,2006,555000.0
7,4.5,4140,1.0,0,2070,2070,1978,564999.9999
5,2.0,1940,1.0,0,970,970,1945,580000.0
3,2.0,1650,2.0,0,1650,0,1926,590000.0
4,2.75,2020,1.0,0,1010,1010,1917,599000.0
4,2.0,2510,1.0,0,2510,0,1960,600000.0
3,1.75,1580,1.0,0,1150,430,1967,600000.0
4,2.5,2740,2.0,0,2740,0,1993,630000.0
3,2.5,2300,1.5,0,2000,300,1921,635000.0
4,2.5,2990,2.0,0,2990,0,2003,654999.9999
3,2.5,2190,2.0,0,2190,0,1987,665000.0001
3,1.0,1700,1.5,0,1700,0,1907,681000.0
4,2.5,3150,2.0,0,3150,0,2006,681715.9999
4,3.5,4490,2.0,0,3390,1100,2006,699999.9998
2,1.75,2320,1.5,2,1720,600,1925,700000.0
3,2.5,2810,2.0,0,2810,0,2005,738999.9999
4,2.25,2920,2.0,0,2920,0,1998,740000.0002
2,1.75,2080,1.0,0,1080,1000,1923,740000.0001
4,3.5,3910,2.0,0,3130,780,2007,782000.0
4,2.25,2000,2.0,0,2000,0,2001,815000.0
3,2.5,2510,2.0,2,2510,0,1995,820000.0001
4,2.5,3420,2.0,0,3420,0,2000,840000.0001
4,2.75,3040,2.0,0,2100,940,1906,840000.0
3,2.0,2520,1.5,0,1410,1110,1906,840500.0
3,2.75,2280,1.0,0,1280,1000,1917,875000.0001
5,1.5,2680,1.0,0,1450,1230,1963,898000.0
6,2.75,2300,1.5,0,2300,0,1950,900000.0001
3,2.5,2690,2.0,0,1840,850,1943,925000.0
4,2.25,2410,2.0,2,1800,610,1929,960000.0
6,2.75,3610,1.0,4,2070,1540,1959,968000.0
7,4.0,3150,1.0,0,3150,0,1957,999000.0002
4,2.75,3650,2.0,2,2530,1120,1951,1210000.0
4,2.5,3240,1.0,0,2260,980,1946,1285000.0
4,3.25,4700,1.0,4,2520,2180,2005,1400000.0
3,1.0,1010,1.0,0,1010,0,1954,145000.0
3,1.0,1250,1.0,0,1030,220,1949,155000.0
2,1.0,1500,1.5,0,880,620,1928,156766.6666
3,1.75,1590,2.0,0,1590,0,1986,210000.0
2,1.0,950,1.0,0,950,0,1958,230000.0
4,2.0,1530,2.0,0,1530,0,1942,231000.0001
3,1.5,1270,1.0,0,1270,0,1964,246499.9999
2,1.0,1110,1.0,0,1110,0,1951,250000.0001
3,1.5,1470,1.0,0,1470,0,1958,264000.0
4,2.25,1720,1.0,0,1120,600,1978,264950.0
4,1.75,1880,1.0,0,1180,700,1978,266500.0
3,1.75,1590,1.0,2,1090,500,1957,267500.0001
4,2.5,2290,2.0,0,2290,0,2001,295000.0
3,2.5,2080,2.0,0,2080,0,1989,300000.0
2,1.0,820,1.0,0,820,0,1916,300000.0
2,2.25,1000,3.0,0,1000,0,2006,305000.0
2,1.0,810,1.0,0,810,0,1919,308830.7693
3,1.5,1460,1.0,0,1100,360,1971,329932.0
3,2.25,2270,1.0,0,1380,890,1977,332000.0001
4,1.75,1700,1.0,0,1120,580,1981,349000.0
4,2.5,2040,2.0,0,2040,0,2011,350000.0
2,1.0,1320,1.5,0,1320,0,1909,395000.0
5,2.0,1930,1.0,0,1020,910,1962,400000.0
4,1.5,1390,1.0,0,1140,250,1965,400000.0
4,2.0,1670,1.0,0,1670,0,1955,400000.0001
4,2.75,1240,1.0,0,800,440,1987,400000.0
5,1.75,1880,1.0,0,960,920,1963,405000.0001
3,2.0,1240,1.0,0,1240,0,1988,405000.0
3,1.75,2930,1.0,0,2030,900,1993,408900.0
3,1.75,1950,1.0,0,1950,0,1985,411999.9998
2,1.0,1260,1.0,0,1040,220,1951,436500.0
4,1.75,1990,1.5,0,1190,800,1944,445000.0
4,2.0,2240,1.0,0,1120,1120,1956,450000.0001
4,2.25,2590,1.0,0,1340,1250,1968,452000.0
6,2.5,4410,1.0,2,2350,2060,1965,472000.0001
3,1.0,2110,1.0,0,1110,1000,1924,475300.0
4,2.75,2320,2.0,0,2320,0,2012,484991.6667
4,1.0,1600,1.5,0,1600,0,1916,485000.0
3,2.0,2590,2.0,0,1980,610,1988,503000.0002
3,1.5,2240,2.0,0,1370,870,1929,510000.0001
3,3.0,2600,1.5,3,1890,710,1989,524999.9999
5,2.5,2630,2.0,0,2630,0,2003,525000.0001
3,1.0,1590,1.0,0,1590,0,1944,529000.0
3,1.5,2600,1.0,0,1400,1200,1940,539999.9999
5,2.0,2450,1.0,0,1240,1210,1900,550000.0
4,2.5,2440,2.0,0,2440,0,1996,565000.0
3,2.0,1480,1.0,0,750,730,1928,595000.0
4,2.5,2760,2.0,0,2760,0,1999,602500.0
4,2.0,2300,1.5,0,1550,750,1915,619000.0001
4,1.75,1640,1.0,0,920,720,1921,635200.0
3,3.25,1730,2.0,2,1320,410,2008,645000.0
3,2.5,2930,2.0,0,2930,0,2008,650880.0
4,2.75,3310,2.0,0,3310,0,2008,658000.0
3,2.5,2620,2.0,0,2620,0,1992,671999.9999
4,2.75,2620,2.0,0,2620,0,2000,672500.0
3,2.25,2330,1.5,2,1520,810,1927,680000.0001
3,1.75,1940,1.0,1,1440,500,1960,685000.0001
4,2.5,2920,2.0,0,2920,0,1990,689999.9999
3,2.5,2390,2.0,0,2390,0,2006,695000.0001
4,2.25,1960,1.0,0,1290,670,1959,723000.0
5,3.0,2170,1.5,0,1450,720,1911,750500.0001
5,3.25,2900,1.0,0,1890,1010,1967,790000.0
4,2.25,2280,1.5,2,1960,320,1940,820000.0001
3,2.5,2770,2.0,0,2770,0,1991,859999.9999
4,3.5,4140,2.0,0,4140,0,2000,950000.0
4,4.25,4960,2.5,0,3680,1280,1909,1425000.0
2,1.5,1220,1.5,0,1220,0,1976,168000.0
4,1.0,1290,1.5,0,1290,0,1957,173666.6667
3,2.25,1590,1.0,0,1090,500,1978,189999.9999
3,2.0,1560,1.0,0,1560,0,1992,196440.0
3,2.0,2120,1.0,0,2120,0,1991,237481.2501
3,2.0,1330,1.0,0,630,700,1900,240000.0
2,1.0,1000,1.0,0,1000,0,1942,247875.0
3,1.75,1050,1.0,0,1050,0,1980,260000.0
2,1.0,1880,1.0,0,940,940,1919,279999.9999
2,1.0,1090,1.0,0,730,360,1942,287919.7826
